num,importe_total,numero_factura,cif,dni,cp,potencia_contratada,consumo,initial_date,final_date,nuevo_consumo,nuevo_cif,fecha_cargo,nombre_cliente
717,"78,33",B8125729733,B88181441,43399855M,"['28016', '28016', '15579', '15579', '15579', '28016', '28016']","3,36",321.0,01.12.1998,31.12.1998,321.0,B88181441,05.01.1999,MARCIAL MONTALBÁN JUNCO
718,"52,58",M8505642203,B73748097,51951950X,"['30800', '30800', '37893', '37893', '37893', '30800', '30800']","1,96",215.0,17.12.2002,16.01.2003,215.0,B73748097,21.01.2003,Filemón Lugo Parra
719,"164,56",TD9220010291,B98823933,27967901Q,"['28729', '28729', '28729', '46002']","3,337",586.0,26.03.1992,25.04.1992,586.0,B98823933,30.04.1992,Silesio Zaldívar Prada
720,"144,77",O9654814711,B12571360,89871626T,"['12231', '24248', '12231']","3,357",1002.0,30.10.1999,29.12.1999,1002.0,B12571360.,03.01.2000,Araceli Valentín Escovar
721,"20,86",JG5696413621,A62733126,57531550V,"['34419', '34419', '34419', '39011']","3,129",36.0,21.07.1995,20.08.1995,36.0,A62733126,25.08.1995,JAIRO MOLLEDA HUERTA
722,"129,49",H3949232606,B02782563,27762633T,"['08503', '38689', '08503']","4,767",343.0,25.03.1992,24.04.1992,343.0,B02782563.,29.04.1992,Jimeno Samper Triguero
723,"179,12",Q8451245843,B16322042,19395899E,"['16320', '14445', '16320', '21667', '41080']","3,872",496.0,24.12.2021,22.02.2022,496.0,B16322042,27.02.2022,PETRARCA MAURER MARRERO
724,"38,40",AS8133713176,[],23504772Z,"['40221', '04860']","2,293",115.0,16.06.2008,16.07.2008,115.0,DE192205313.,21.07.2008,Alexia Arrollo Cervantes
725,"104,82",P5833960801,A74251836,34815032R,"['33007', '02006', '33007', '79021', '41080']","4,427",301.0,13.06.2019,13.07.2019,301.0,A74251836,18.07.2019,TEODORICO BECERRIL SOTO
726,"107,13",MK3565512766,B98470727,97903813N,"['46001', '39793', '46001']","5,315",425.0,20.02.2019,22.03.2019,425.0,B98470727.,27.03.2019,MANOLETE PLÁCIDO MONTALVO
727,"157,84",W2090458794,B25687401,39645443K,"['08911', '04810', '08911']","5,162",454.0,09.04.2015,08.06.2015,454.0,B25687401.,13.06.2015,NUNCIO MALDONADO MONZÓN
728,"27,01",V1701390733,[],88304309H,"['22132', '89136', '41080']","4,014",33.0,16.05.2020,15.06.2020,33.0,GB927405129,20.06.2020,Vedia Ordóñez Taracena
729,"138,74",KW9460245669,F04030672,13738763N,"['04700', '19129', '04700', '23452', '41080']","4,324",486.0,28.03.2021,27.04.2021,486.0,F04030672,02.05.2021,RUPERTO GAVILÁN BATALLA
730,"50,87",HY9832536108,B37500238,59638328H,"['28003', '16152', '28003']","2,281",149.0,29.01.1994,28.02.1994,149.0,B37500238.,05.03.1994,INDRO SOL VIVAS
731,"34,69",L7944811956,B87075982,53037417S,"['28232', '31300', '28232']","3,455",149.0,08.03.1993,08.04.1993,149.0,B87075982.,13.04.1993,CIRIACO LIRA PEÑA
732,"266,18",PM7328335931,B98196249,97601382P,"['46133', '38296', '46133', '38296', '38296', '46133', '46133']","4,15",874.0,11.12.2000,09.02.2001,874.0,B98196249,14.02.2001,LEONIDAS CALDERA PÁRAMO
733,"49,72",IK2831897263,A82683434,21667871P,"['05134', '05134', '05134', '28003']","4,232",129.0,09.06.2019,09.07.2019,129.0,A82683434,14.07.2019,PRUDENCIA CAMARILLO RUEDA
734,"79,01",V5441281795,B88628581,75210238P,"['28028', '17403', '28028']","4,435",182.0,01.12.2002,30.01.2003,182.0,B88628581.,04.02.2003,Valentín Bastida Villareal
735,"92,23",N9105444862,A08015497,66156045H,"['08003', '33776', '08003', '70114', '41080']","4,239",280.0,21.04.2014,20.06.2014,280.0,A08015497,25.06.2014,ZITA PAZ SAUCEDO
736,"66,60",YW1205405419,A11508629,51701622Z,"['32847', '32847', '32847', '11510']","4,068",245.0,15.05.2010,14.06.2010,245.0,A11508629,19.06.2010,Tobías Montero Huerta
737,"114,84",LI8918281615,F46004768,20053663D,"['46133', '25792', '46133']","3,748",373.0,25.07.1998,24.08.1998,373.0,F46004768.,29.08.1998,VIRGINIA DARÍO LLANO
738,"152,86",CW4261910662,B54985353,11546311N,"['03330', '03330', '31890', '31890', '31890', '03330', '03330']","3,69",564.0,01.01.2006,02.03.2006,564.0,B54985353,07.03.2006,ESTEFANO SAMPER VALDIVA
739,"112,23",U8101774112,B25745696,15029881W,"['25230', '25230', '26322', '26322', '26322', '25230', '25230']","3,00",348.0,30.04.1996,30.05.1996,348.0,B25745696,04.06.1996,Celestina Ulloa Enríquez
740,"132,99",FI4234303188,B64757602,89340548S,"['28020', '30592', '28020', '30592', '30592', '28020', '28020']","2,45",452.0,30.10.2006,29.12.2006,452.0,B64757602,03.01.2007,Samuel Sánchez Osorio
741,"160,74",FJ8239550189,A73027930,98523853H,"['43364', '43364', '43364', '30140']","3,206",520.0,02.10.2002,01.12.2002,520.0,A73027930,06.12.2002,ANÍBAL VILLAR BAÑOS
742,"223,39",Z9877278713,[],69421059K,45542,"4,555",560.0,11.05.2004,10.07.2004,560.0,CHE105974401MWST,15.07.2004,Nazarena Báez Montalbán
743,"72,48",X1304598043,B94130911,11513832D,"['24145', '24145', '24145', '36830']","5,549",176.0,01.02.2005,03.03.2005,176.0,B94130911,08.03.2005,JUANA ROMERO MACÍAS
744,"179,42",HT7599872539,B82508441,77598355N,"['28042', '03791', '28042']","3,520",624.0,10.09.2009,10.10.2009,624.0,B82508441.,15.10.2009,Magia Portillo Guerrero
745,"232,85",JW1191679408,B93158293,14191135C,"['29370', '41970', '29370']","3,020",826.0,31.07.2012,29.09.2012,826.0,B93158293.,04.10.2012,COVADONGA BASTIDA SOTELO
746,"74,41",FF5856563834,B67065441,29493572M,"['08222', '52006', '08222']","3,948",222.0,10.03.2002,09.04.2002,222.0,B67065441.,14.04.2002,BLANCA SARMIENTO QUIJADA
747,"84,71",QK6902417931,B95783924,38212391F,"['48910', '45109', '48910']","5,007",170.0,08.10.2003,06.12.2003,170.0,B95783924.,11.12.2003,HERMÓGENES ZARCO ESCOBAR
748,"64,35",WD3040020862,B91899179,24919461L,"['37891', '37891', '37891', '41130']","3,768",173.0,23.10.2012,21.11.2012,173.0,B91899179,26.11.2012,LARISA SALDIVAR CAMARENO
749,"89,92",L8236288773,B23749757,76672577F,"['23003', '29470', '23003']","3,452",369.0,06.04.1994,06.05.1994,369.0,B23749757.,11.05.1994,Lotario Leandro Treminio
750,"93,92",A8776118636,B39702436,32383446K,"['39011', '39011', '17249', '17249', '17249', '39011', '39011']","1,36",394.0,12.11.2002,11.01.2003,394.0,B39702436,16.01.2003,DIANA SABÍN VALENTÍN
751,"62,61",F3850144272,B22216733,80622333L,"['22660', '09246', '22660']","5,706",171.0,29.08.2006,28.09.2006,171.0,B22216733.,03.10.2006,Felicitas Macías Pantoja
752,"128,89",W6652676493,F93157717,97529822R,"['29640', '28635', '29640']","5,197",278.0,03.09.1998,02.11.1998,278.0,F93157717.,07.11.1998,CESAR ACOSTA SÁENZ
753,"333,82",GF8369409545,B55691018,81247813Z,"['43850', '44111', '43850']","2,226",1024.0,13.09.2000,12.11.2000,1024.0,B55691018.,17.11.2000,Michelle Hidalgo Martí
754,"180,80",KM1648123842,B02553311,66427481P,"['02001', '33530', '02001']","3,494",700.0,13.07.2003,11.09.2003,700.0,B02553311.,16.09.2003,ENRIQUE CAMARILLO BARRIENTOS
755,"173,29",ED6384323096,B02571909,14520792H,"['31440', '31440', '31440', '02005']","5,567",422.0,16.01.2005,17.03.2005,422.0,B02571909,22.03.2005,Valentín Sabín Pastrana
756,"114,30",HP6575988399,B99275851,86088801P,"['50003', '35400', '50003']","4,162",449.0,27.08.1995,26.09.1995,449.0,B99275851.,01.10.1995,Benedicta Naranjo Martínez
757,"155,98",ZR1733037740,B86986684,34820702J,"['49511', '49511', '49511', '28020']","2,065",512.0,02.12.1993,31.01.1994,512.0,B86986684,05.02.1994,IZASKUM ESTÉVEZ MURILLO
758,"123,15",Z9674189150,B01804400,28930205T,"['28045', '24344', '28045']","3,107",502.0,17.11.1997,17.12.1997,502.0,B01804400.,22.12.1997,Iracema Baños Martínez
759,"135,44",A1993671383,A22194856,43772230X,"['22300', '22300', '26586', '26586', '26586', '22300', '22300']","3,97",429.0,01.08.2014,31.08.2014,429.0,A22194856,05.09.2014,TARSICIO ALZATE NOVO
760,"53,05",FF8683023105,B98989239,66882694M,"['34848', '34848', '34848', '46002']","2,389",150.0,23.08.1998,22.09.1998,150.0,B98989239,27.09.1998,FELISA VELÁSQUEZ SAGEL
761,"86,74",LJ8098838527,B67421867,36599032Y,"['24856', '24856', '24856', '08840']","3,748",317.0,05.01.2005,04.02.2005,317.0,B67421867,09.02.2005,LUCIA CARVALLO NOBLE
762,"66,42",SL6120171594,B75229369,38525994M,"['28045', '28990', '28045']","3,903",208.0,26.08.2005,25.09.2005,208.0,B75229369.,30.09.2005,CICERÓN ICAZA CORREA
763,"172,70",XZ2936184202,B56131485,79001471J,"['14500', '14500', '18418', '18418', '18418', '14500', '14500']","4,56",404.0,27.05.2009,26.07.2009,404.0,B56131485,31.07.2009,PRISCILA HEREDIA OSORIO
764,"194,85",BH3852522370,B76361393,15972179J,"['35500', '35500', '17200', '17200', '17200', '35500', '35500']","5,54",602.0,26.07.2018,25.08.2018,602.0,"['E', 'B76361393', 'E', 'E']",30.08.2018,Salvino Sandino Valenzuela
765,"90,49",IW6841420743,[],69309778Z,17180,"5,392",378.0,01.01.2021,31.01.2021,378.0,503504564,05.02.2021,DEMÉTER VELÁSQUEZ GUZMÁN
766,"307,25",XF6445007068,B98823933,30011746N,"['46002', '24003', '46002', '95076', '41080']","3,601",1226.0,29.11.2020,28.01.2021,1226.0,B98823933,02.02.2021,TAKARA VALLEJO USAGA
767,"204,28",X7608168052,B73748097,29178433N,"['24883', '24883', '24883', '30800']","3,409",692.0,18.04.2017,17.06.2017,692.0,B73748097,22.06.2017,DIODORO ACOSTA GUERRERO
768,"101,41",BI9337440138,B76615970,30469095Y,"['38002', '43205', '38002']","6,040",261.0,30.07.2006,29.08.2006,261.0,B76615970.,03.09.2006,EUGENIA COLLADO MATÍAS
769,"226,55",NB1408236437,F46004768,89256022Z,"['46133', '39620', '46133', '86476', '41080']","4,872",728.0,21.03.1991,20.05.1991,728.0,F46004768,25.05.1991,Andrea Rueda Cornejo
770,"49,51",YD6694672357,B66024464,13320111Y,"['08173', '44441', '08173']","6,338",99.0,13.01.1991,12.02.1991,99.0,B66024464.,17.02.1991,Gregoria Ferrer Argüelles
771,"138,00",AR7987622372,B88628573,10645469B,"['28028', '10728', '28028']","3,895",461.0,21.11.2012,21.12.2012,461.0,B88628573.,26.12.2012,TIARA ZARCO OBREGÓN
772,"64,76",NO5587580498,A08431090,76569448X,"['28033', '28033', '39538', '39538', '39538', '28033', '28033']","3,49",132.0,09.01.1991,10.03.1991,132.0,A08431090,15.03.1991,Isolina Rangel Paredes
773,"81,92",BO7812266399,A82422031,37418835C,"['28108', '05111', '28108', '33885', '41080']","2,738",224.0,19.03.2005,18.04.2005,224.0,A82422031,23.04.2005,Zaira Ortega Grijalba
774,"11,11",BD7112474329,[],26999234V,24970,"1,20",0.0,04.08.2020,03.10.2020,0.0,503504564,08.10.2020,ELEONORA NIETO VALENCIA
775,"226,51",D3043341696,A61893871,41452927G,"['50720', '50720', '50720', '90023', '90036', '08021']","3,870",1018.0,21.03.1996,21.04.1996,1018.0,A61893871,26.04.1996,BELLA PALACIO SALMÓN
776,"49,43",RX5489607569,B24373367,98857285L,"['21530', '21530', '21530', '24380']","4,034",96.0,25.02.2003,27.03.2003,96.0,B24373367,01.04.2003,PEREGRINA MANZANAL ALMENDÁREZ
777,"119,62",EL6878172944,B93661726,67948996G,"['29602', '16251', '29602']","4,186",386.0,03.10.1991,02.11.1991,386.0,B93661726.,07.11.1991,Clarita Gavilán Izquierdo
778,"207,14",M9089669768,B12979605,75814043V,"['12161', '23269', '12161', '45093', '41080']","3,780",668.0,01.08.2010,30.09.2010,668.0,B12979605,05.10.2010,Jorgelina Castellanos Ramírez
779,"285,35",N6949334541,B25745696,12881211S,"['22314', '22314', '22314', '25230']","5,528",858.0,29.11.1996,28.01.1997,858.0,B25745696,02.02.1997,Jimena Otero Guillén
780,"324,00",ZM2476766239,[],79466589W,17734,"4,417",1080.0,21.05.1998,20.07.1998,1080.0,CHE,25.07.1998,EMILIANA LAGOS ROBLES
781,"565,34",DZ3675113730,B98437882,27836698M,"['46183', '46838', '46183']","2,894",1910.0,10.09.2002,09.11.2002,1910.0,B98437882.,14.11.2002,Nicasio Guardiola Becerra
782,"93,73",L9992510934,A85258549,87581389B,"['08911', '28944', '08911', '64042', '41080']","3,791",426.0,12.01.1996,12.03.1996,426.0,A85258549,17.03.1996,Francisca Monge Salcedo
783,"136,30",R5526604054,B87677977,15326088S,"['45126', '45126', '45126', '28028']","5,175",446.0,11.06.2017,11.07.2017,446.0,B87677977,16.07.2017,Damaris Ramos Galán
784,"29,37",Y7371780074,B25616970,56355685G,"['36537', '36537', '36537', '25630']","1,854",72.0,27.05.1995,26.06.1995,72.0,B25616970,01.07.1995,Nunila Ponce Magallón
785,"121,77",FU3233256238,B36350361,88181496W,"['36670', '36670', '43439', '43439', '43439', '36670', '36670']","4,35",789.0,26.01.2009,25.02.2009,789.0,B36350361,02.03.2009,ORFEO DONATO OBELLÓN
786,"222,70",K3869937413,B76366723,36277645K,"['35010', '08870', '35010']","4,704",602.0,10.08.1998,09.10.1998,602.0,B76366723.,14.10.1998,Archibaldo Lines Bautista
787,"173,35",UY9284178481,B73778516,52233297K,"['49835', '49835', '49835', '42085', '42045', '30100']","4,189",500.0,16.10.1993,15.12.1993,500.0,B73778516,20.12.1993,Benedicta García Vivas
788,"96,01",L7497636663,B55641708,49482106K,"['43206', '20280', '43206']","3,533",316.0,24.12.1996,23.01.1997,316.0,B55641708.,28.01.1997,EUFEMIA ZELAYA FONSECA
789,"151,39",ML7734456734,[],77752881R,49352,"4,192",396.0,19.08.2016,18.10.2016,396.0,A0061418J.,23.10.2016,SILVERIO BATALLA REAL
790,"221,52",V3485289099,B19318401,14069082M,"['12200', '22270', '12200']","3,427",856.0,07.05.1997,06.07.1997,856.0,B19318401.,11.07.1997,HILDEGARDA URRUTIA TRONCOSO
791,"155,33",O8900671109,B83682245,83713943S,"['28223', '05213', '28223']","4,828",660.0,01.05.2003,31.05.2003,660.0,B83682245.,05.06.2003,Carola Vivas Palomar
792,"385,04",D2453037190,B67572644,33191606F,"['08812', '13499', '08812']","5,101",1466.0,24.10.2020,23.12.2020,1466.0,B67572644.,28.12.2020,ALBANO GRANADA CUEVAS
793,"85,12",K1482889758,B66027731,51746993Y,"['23130', '23130', '23130', '08014']","4,554",230.0,28.07.2015,27.08.2015,230.0,B66027731,01.09.2015,OSIAN MARTÍ PLÁCIDO
794,"111,73",HJ9203596965,A14944276,21108543V,"['14012', '36314', '14012']","4,067",232.0,18.09.2007,17.11.2007,232.0,A14944276.,22.11.2007,ODETTE REAL RUBÍN
795,"60,17",K4300216213,B19300334,75395527D,"['19200', '19200', '15625', '15625', '15625', '19200', '19200']","4,17",206.0,28.10.2001,27.11.2001,206.0,B19300334,02.12.2001,CIRIACO SALAZAR PADILLA
796,"90,64",M4578238598,[],73537616S,16340,"3,686",388.0,13.07.2007,12.08.2007,388.0,CHE116348521,17.08.2007,FLORIÁN AYALA SAVALA
797,"99,61",F6667560944,B25483967,47242281M,"['25173', '25173', '42269', '42269', '42269', '25173', '25173']","5,04",259.0,03.08.2010,02.09.2010,259.0,B25483967,07.09.2010,ÁMBAR PLÁCIDO ÁLVAREZ
798,"140,76",KB4086987957,B66162421,39640591E,"['08911', '10638', '08911']","4,020",454.0,02.02.1999,03.04.1999,454.0,B66162421.,08.04.1999,Licario Marrero Salcedo
799,"62,66",AU6966434916,B25687401,65448783Y,"['24762', '24762', '24762', '08911']","3,489",157.0,15.02.1994,17.03.1994,157.0,B25687401,22.03.1994,Toby Funez Zapata
800,"253,54",RQ4694566687,B40605925,94985339P,"['46900', '10183', '46900']","3,310",796.0,27.10.2014,26.12.2014,796.0,B40605925.,31.12.2014,JERÓNIMO URIARTE IZQUIERDO
801,"253,06",T9443197727,B67046185,63087893C,"['08172', '05230', '08172']","2,911",828.0,30.06.2017,29.08.2017,828.0,B67046185.,03.09.2017,JONATHAN TABLADA CORRO
802,"73,34",T6076325701,B88628573,60875602F,"['28028', '03316', '28028']","4,234",152.0,17.05.1999,16.07.1999,152.0,B88628573.,21.07.1999,LIUBA JUÁREZ CASTELLANOS
803,"95,94",HX3890190264,B56131485,62270192S,"['14500', '33009', '14500', '69776', '41080']","4,256",357.0,14.06.2008,14.07.2008,357.0,B56131485,19.07.2008,GLADIS GALLEGOS NOBLE
804,"12,50",FX3301739689,B39702436,74551080F,"['39011', '18330', '39011']","3,147",0.0,21.03.2021,20.04.2021,0.0,B39702436.,25.04.2021,ROCÍO BAZÁN CALDERA
805,"93,23",R6360786021,B94042892,11528816C,"['36700', '36700', '15172', '15172', '15172', '36700', '36700']","4,89",308.0,10.12.1996,09.01.1997,308.0,B94042892,14.01.1997,LOLA MONTALVO CAMARENO
806,"92,99",W3167260422,B99505679,24512023A,"['49699', '49699', '49699', '50001']","1,915",242.0,28.02.1998,29.04.1998,242.0,B99505679,04.05.1998,AMALIA OTERO LOREDO
807,"11,79",V3091972499,B04827101,55397053N,"['04005', '12315', '04005']","2,940",0.0,24.07.2002,23.08.2002,0.0,B04827101.,28.08.2002,LATONA  CAMPOS
808,"12,41",SJ3584257806,B01620160,36465630G,"['08911', '02486', '08911']","2,920",0.0,23.05.2021,22.06.2021,0.0,B01620160.,27.06.2021,Ramsés Acuña Quintana
809,"169,14",Y7052983405,B87113973,57161466A,"['28805', '03204', '28805']","2,966",542.0,24.07.2015,22.09.2015,542.0,B87113973.,27.09.2015,GILDA ROJAS VENTURA
810,"176,75",G8488002214,B98109721,49866049W,"['46810', '04639', '46810']","5,160",450.0,06.03.2009,05.05.2009,450.0,B98109721.,10.05.2009,Crispína Quiroz Perdomo
811,"146,11",Z5762484087,B67604157,72546836Y,"['08911', '24166', '08911']","2,447",498.0,17.09.2003,17.10.2003,498.0,B67604157.,22.10.2003,ÁGUEDA VELARDE IBÁÑEZ
812,"218,29",YN1879257531,B25460494,31452996J,"['25170', '44491', '25170']","4,698",690.0,11.11.2007,10.01.2008,690.0,B25460494.,15.01.2008,ISOLDA BORGES VILLALLOVOS
813,"86,17",A5514590324,B04787024,51690571A,"['04700', '23750', '04700']","3,906",274.0,30.07.1996,29.08.1996,274.0,B04787024.,03.09.1996,MALCO SALAZAR SARDINAS
814,"93,02",SB6592326943,B94042892,33762032X,"['36700', '25748', '36700']","3,875",407.0,04.12.2018,03.01.2019,407.0,B94042892.,08.01.2019,DÉBORA MONGE PEDROZA
815,"144,16",Y8828250676,B88002027,18708252Y,"['28045', '03518', '28045']","4,039",430.0,04.07.2021,02.09.2021,430.0,B88002027.,07.09.2021,Dan Zetina Gillén
816,"341,42",N1356403954,B73748097,37548229Q,"['30800', '30800', '37510', '37510', '37510', '30800', '30800']","3,95",1314.0,01.02.2016,01.04.2016,1314.0,B73748097,06.04.2016,Lutecia Del Castillo Villas
817,"106,27",S6760304455,B99406944,50228819Q,"['50008', '31192', '50008']","2,345",359.0,04.09.2008,04.10.2008,359.0,B99406944.,09.10.2008,ALEJANDRA REYES HUERTA
818,"46,04",X7650494853,A08800880,46486349Z,"['08930', '50343', '08930']","4,186",89.0,08.05.1993,07.06.1993,89.0,A08800880.,12.06.1993,FE MOSCOA
819,"17,77",I1572884399,B25816745,27393126B,"['25170', '42293', '25170', '10463', '41080']","3,477",8.0,05.02.1997,07.03.1997,8.0,B25816745,12.03.1997,CLEMENTE QUIROZ CERDA
820,"169,28",VX1232162231,A14944276,12698822Q,"['39588', '39588', '39588', '14012']","2,454",510.0,01.03.1994,31.03.1994,510.0,A14944276,05.04.1994,CINTIA SALDIVAR GUILLÉN
821,"50,80",LO2328445028,B66152851,49749345T,"['08221', '08221', '49211', '49211', '49211', '08221', '08221']","3,04",133.0,21.07.1991,20.08.1991,133.0,B66152851,25.08.1991,Venanci Barrera Zúñiga
822,"121,33",R1128118020,A33473752,29295609A,"['22622', '22622', '22622', '33007']","4,850",354.0,15.07.2003,14.08.2003,354.0,A33473752,19.08.2003,Ricardo Manuel Cabeza
823,"103,46",P9159971420,A65376766,38652791A,"['16118', '16118', '16118', '08005']","3,374",306.0,08.04.2015,07.06.2015,306.0,A65376766,12.06.2015,Anunciata Ramos Bastida
824,"215,79",TC3521927899,B53480547,48558472K,"['03360', '50548', '03360']","4,007",664.0,02.01.2010,03.03.2010,664.0,B53480547.,08.03.2010,YOCO ROMERO ALCÁZAR
825,"20,29",LM4654794067,A08800880,80794931W,"['44114', '44114', '44114', '08930']","4,339",0.0,22.08.2000,21.09.2000,0.0,A08800880,26.09.2000,VILMA LAGOS GALÁN
826,"65,09",CW1886552596,B85551273,76248840E,"['03180', '03180', '03180', '08011']","4,753",140.0,11.06.2007,10.08.2007,140.0,B85551273,15.08.2007,Peleo Zamora Galindo
827,"153,04",E9764703466,B26558056,80063680J,"['26001', '46007', '26001', '18135', '41080']","5,119",532.0,09.10.2005,08.12.2005,532.0,B26558056,13.12.2005,Amapola Duarte Reyes
828,"96,51",SX2369703178,B26500231,22984517L,"['26500', '22591', '26500']","4,753",248.0,18.03.1998,17.04.1998,248.0,B26500231.,22.04.1998,Marlon Baños Galán
829,"160,11",D2311560313,F28201374,57198629K,"['28540', '42225', '28540']","3,125",430.0,21.11.2008,20.01.2009,430.0,F28201374.,25.01.2009,DEDICACIÓN VALLEJO SOLER
830,"269,54",V2543978797,F95936282,89260765L,"['48200', '21460', '48200']","4,799",918.0,10.04.1993,09.06.1993,918.0,F95936282.,14.06.1993,MAURICIO SALGADO CUERVO
831,"142,58",G4245206871,B90393497,13022008Y,"['41410', '42176', '41410']","3,989",417.0,11.03.1995,10.04.1995,417.0,B90393497.,15.04.1995,Edison Sánchez Ocampo
832,"123,28",XE2666046182,B19505049,15429010N,"['28001', '47639', '28001']","3,265",404.0,16.12.2018,15.01.2019,404.0,B19505049.,20.01.2019,BERNARDO JERANO SOMOZA
833,"50,10",J8592332609,B80765951,52999117X,06660,"2,829",148.0,30.09.2020,29.10.2020,148.0,B80765951.,03.11.2020,Priscila Ospino Treminio
834,"126,69",WQ4079812576,A61621843,52416650H,"['08787', '08787', '31410', '31410', '31410', '08787', '08787']","5,08",396.0,26.08.2003,25.10.2003,396.0,A61621843,29.10.2003,Mustafá De Aguilar Del Castillo
835,"60,25",R7479809232,B65519647,16544917M,"['08029', '08029', '10329', '10329', '10329', '08029', '08029']","3,18",172.0,27.03.2020,26.04.2020,172.0,B65519647,01.05.2020,HAYDEÉ AMADOR DE AGUILAR
836,"21,09",P7071578078,B84070036,75723815H,"['28042', '24900', '28042', '71807', '41080']","3,552",25.0,26.06.1991,26.07.1991,25.0,B84070036,31.07.1991,ERMINIA CUESTA MACHADO
837,"68,36",AK4663092175,A84000884,90968335T,"['28002', '07670', '28002']","4,173",100.0,06.03.2013,05.05.2013,100.0,A84000884.,10.05.2013,Nazareno Moneda Vega
838,"134,37",R8246467289,B98670763,59013941N,"['28050', '35418', '28050', '10409', '41080']","4,253",392.0,15.04.2010,15.05.2010,392.0,B98670763,20.05.2010,NEREO VILLEDA VILLAREAL
839,"118,26",D2710283333,A33985540,61111943T,"['03501', '03501', '03501', '33203']","3,964",298.0,08.10.2021,07.12.2021,298.0,A33985540,12.12.2021,LEANDRO VALDÉS MARROQUÍ
840,"198,94",C4813001854,B93358513,73498118P,"['49420', '49420', '49420', '52016', '52057', '29730']","4,226",580.0,26.08.2015,25.10.2015,580.0,B93358513,30.10.2015,LILIANA MOSCOA NIETO
841,"124,69",AP2873431878,B12985073,27267027K,"['12540', '12540', '09259', '09259', '09259', '12540', '12540']","4,08",260.0,24.05.2008,23.07.2008,260.0,B12985073,28.07.2008,Goliard Dueñas Perdomo
842,"19,31",C9974311595,B01625656,99810997J,"['18600', '09559', '18600']","4,551",0.0,07.02.2016,08.03.2016,0.0,B01625656.,13.03.2016,Maia Estrella Oseda
843,"34,22",N6955921189,B66420407,57156107A,"['08130', '06893', '08130']","4,245",0.0,19.01.1996,19.03.1996,0.0,B66420407.,24.03.1996,Heraclio Novales Ochoa
844,"18,53",Y8464779643,B90486572,17281224J,"['31754', '31754', '31754', '41089']","3,571",10.0,10.05.2011,09.06.2011,10.0,B90486572,14.06.2011,Dimitri Cuervo Villaseñor
845,"206,88",I7730308712,B42585141,82020085S,"['14850', '14850', '14850', '03203']","4,492",693.0,08.06.2014,08.07.2014,693.0,B42585141,13.07.2014,MARGAUX SANDOVAL GRANADA
846,"214,16",L2666591626,B24509481,64978682W,"['37890', '37890', '37890', '24010']","1,742",610.0,20.10.1996,19.12.1996,610.0,B24509481,24.12.1996,HIPACIO LEYVA PATIÑO
847,"140,87",TS1900166547,B14988125,33481374K,"['46668', '46668', '46668', '14008']","3,690",496.0,07.03.2006,06.05.2006,496.0,B14988125,11.05.2006,Caterina Castañeda Marroquí
848,"52,27",J7717591162,B22215487,55307336H,"['22440', '05491', '22440']","4,549",167.0,10.05.2017,09.06.2017,167.0,B22215487.,14.06.2017,NEFELE IZQUIERDO NOBLE
849,"69,19",B1727319075,B66823881,55562159R,"['08350', '08350', '33405', '33405', '33405', '08350', '08350']","4,36",197.0,19.12.2019,18.01.2020,197.0,B66823881,23.01.2020,VLADIMIRO SOLÍS PINEDA
850,"51,21",CG7382443604,A66585191,39905264B,"['17451', '17451', '17451', '08010']","4,147",122.0,23.10.2013,22.11.2013,122.0,A66585191,27.11.2013,Efrén Ruiz Cisneros
851,"57,73",HY6592837294,B98953177,29992783R,"['46002', '13330', '46002']","5,290",60.0,07.01.2013,08.03.2013,60.0,B98953177.,13.03.2013,José Manuel Linares Alcocer
852,"98,16",G5462850910,B25687401,49756404K,"['08911', '37810', '08911']","4,259",273.0,21.04.1990,21.05.1990,273.0,B25687401.,26.05.1990,ADÁN VANEGAS OLMEDO
853,"80,55",T8291712858,B27861715,58485064C,"['36202', '36202', '39718', '39718', '39718', '36202', '36202']","4,53",229.0,14.03.1995,13.04.1995,229.0,B27861715,18.04.1995,Romualdo Solé Izquierdo
854,"145,89",GA8380357270,A28013522,48795324L,"['28034', '20400', '28034']","3,676",438.0,17.11.2004,16.01.2005,438.0,A28013522.,21.01.2005,ERNESTINA MANUEL BAZÁN
855,"163,13",N8943038026,[],59384555G,08254,"2,54",630.0,25.02.2001,26.04.2001,630.0,CHE116348521,01.05.2001,GREGORIO DONATO ALFARO
856,"168,40",K2502453478,B24614430,76473644R,"['24393', '24393', '44440', '44440', '44440', '24393', '24393']","4,92",454.0,30.05.1990,29.07.1990,454.0,B24614430,03.08.1990,Telmo Bonilla Cárdenas
857,"277,78",KS4473470475,B87757464,18612605Q,"['36003', '36003', '36003', '28001']","3,925",988.0,25.05.2020,24.07.2020,988.0,B87757464,29.07.2020,Quin Vívez Lafuente
858,"129,67",QY5424880869,A33985540,23809710H,"['33203', '18810', '33203']","3,159",439.0,17.03.1994,16.04.1994,439.0,A33985540.,21.04.1994,CINTIA AGUIRRE CERDA
859,"93,78",AL5267282470,B87993937,82144334H,"['08611', '08611', '08611', '28020']","3,195",265.0,28.10.2003,27.11.2003,265.0,B87993937,02.12.2003,LEÓNIDA ANAYA ALTAMIRANO
860,"174,38",MW4304766455,B76366723,92580377H,"['46136', '46136', '46136', '35010']","4,147",680.0,29.06.1995,28.08.1995,680.0,B76366723,02.09.1995,ROSARIO ESTRADA MONTALVO
